PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2023-03-05,11:00:33.77,1,1,"Schultz, Donovan",1000098099,Left,EVA_ACE,"Archer, Nathan",1000121176,Left,BGS_FAL,Undefined,1,Top,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.58915,-3.022294,3.425601,1971.936485,156.928272,11:15,5.99605,-2.15109,6.05714,-18.12281,17.47643,-6.94469,1.68078,0.44469,80.94776,-6.456164,2.178313,0.429429,,,,,,,,,,,,4.5315,10.20312,1.88834,50,5.75091,-7.39332,-128.31476,-7.30372,7.54408,26.90796,-15.18775,EVA_ACE,BGS_FAL,EvansvilleU,D1,MVC,20230305-EvansvilleU-1,3ee7e2c0-bb77-11ed-8b41-dd2b01eed967,87.7733,,,7.64139,,,,,,,721e357b-7d70-4579-8ba1-81a476bfc836,2023-03-05,17:00:33.77,2023-03-05T11:00:33.7780000-06:00,2023-03-05T17:00:33.7780000Z,,v3,471290,471244,05 March 2023 14:00-bowlgreen@evansville,"Waggoner, Evan",1000192869,Right,EVA_ACE,bd5cb1c6-29e4-44b5-9069-a331323c2e6c,54.44015,-129.24252,13.45398,5.99371,-6.78007,-7.59387,2.14774,-7.65344,3.77204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2023-03-05,11:00:45.06,1,2,"Schultz, Donovan",1000098099,Left,EVA_ACE,"Archer, Nathan",1000121176,Left,BGS_FAL,Undefined,1,Top,0,0,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.16038,-3.339863,1.98654,2103.076856,157.42701,11:15,5.96741,-2.0785,6.01975,-13.96391,21.40135,-8.38024,1.70483,-0.93608,80.88965,-6.042928,0.479814,0.428016,,,,,,,,,,,,4.89524,12.36764,1.92731,50,5.69775,-4.12694,-129.16542,-7.88749,8.19994,29.03191,-11.45717,EVA_ACE,BGS_FAL,EvansvilleU,D1,MVC,20230305-EvansvilleU-1,45a29a60-bb77-11ed-8b41-dd2b01eed967,88.06318,,,8.27073,,,,,,,721e357b-7d70-4579-8ba1-81a476bfc836,2023-03-05,17:00:45.06,2023-03-05T11:00:45.0660000-06:00,2023-03-05T17:00:45.0660000Z,,v3,471290,471244,05 March 2023 14:00-bowlgreen@evansville,"Waggoner, Evan",1000192869,Right,EVA_ACE,9712646a-42dd-484f-a38e-6164344eb45b,54.47689,-130.16778,14.51596,5.96325,-7.49192,-5.72858,2.07468,-4.41006,4.09997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2023-03-05,11:00:57.72,1,3,"Schultz, Donovan",1000098099,Left,EVA_ACE,"Archer, Nathan",1000121176,Left,BGS_FAL,Undefined,1,Top,0,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.62547,-4.013678,3.427762,2104.762984,156.118127,11:15,5.95146,-2.14453,6.11404,-14.05284,20.65556,-8.64087,1.05658,0.3085,81.99607,-6.711816,1.874407,0.424022,,,,,,,,,,,,5.41666,12.12989,1.88588,50,5.63525,-7.41697,-129.73378,-9.4795,9.23361,27.08526,-11.49662,EVA_ACE,BGS_FAL,EvansvilleU,D1,MVC,20230305-EvansvilleU-1,4d635050-bb77-11ed-8b41-dd2b01eed967,88.8926,,,7.6294,,,,,,,721e357b-7d70-4579-8ba1-81a476bfc836,2023-03-05,17:00:57.72,2023-03-05T11:00:57.7270000-06:00,2023-03-05T17:00:57.7270000Z,,v3,471290,471244,05 March 2023 14:00-bowlgreen@evansville,"Waggoner, Evan",1000192869,Right,EVA_ACE,f28298c2-ce8e-4538-ba3e-2681ef993d3e,54.38455,-130.64596,13.54263,5.94798,-9.09232,-5.74831,2.14091,-7.72794,4.6168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2023-03-05,11:01:08.93,1,4,"Schultz, Donovan",1000098099,Left,EVA_ACE,"Archer, Nathan",1000121176,Left,BGS_FAL,Undefined,1,Top,0,1,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,89.95214,-3.441438,3.753628,2097.611804,162.180394,11:30,5.85064,-2.07265,6.13791,-11.51194,23.28178,-7.0787,1.7001,0.81149,81.29641,-5.715544,2.481913,0.424543,,,,,,,,,,,,4.78315,13.40241,1.78941,50,5.58105,-8.23118,-130.07076,-8.06608,8.10484,30.06298,-9.46419,EVA_ACE,BGS_FAL,EvansvilleU,D1,MVC,20230305-EvansvilleU-1,54c2ac60-bb77-11ed-8b41-dd2b01eed967,88.78352,,,8.65573,,,,,,,721e357b-7d70-4579-8ba1-81a476bfc836,2023-03-05,17:01:08.93,2023-03-05T11:01:08.9370000-06:00,2023-03-05T17:01:08.9370000Z,,v3,471290,471244,05 March 2023 14:00-bowlgreen@evansville,"Waggoner, Evan",1000192869,Right,EVA_ACE,9d7c6855-dcfd-430a-9d99-b84b7c1cd5be,54.35731,-131.07399,15.03149,5.84495,-7.75025,-4.7321,2.0686,-8.50164,4.05242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2023-03-05,11:01:38.90,2,1,"Schultz, Donovan",1000098099,Left,EVA_ACE,"Seidel, Sam",10006619,Left,BGS_FAL,Undefined,1,Top,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,78.66464,1.273947,1.489177,1810.762795,297.244755,4:00,5.86613,-2.3185,5.76149,-47.29006,-1.33,5.69929,3.11162,-0.45719,71.33735,-7.439868,2.509976,0.487935,50.97103,-11.755242,8.757869,1561.704796,,,,15.18896,15.18896,39.095094,0.199983,-2.40973,-0.56063,2.19173,50,5.94344,-3.18696,-114.07784,0.99866,-3.13075,23.74388,-32.90245,EVA_ACE,BGS_FAL,EvansvilleU,D1,MVC,20230305-EvansvilleU-1,65b97a30-bb77-11ed-8b41-dd2b01eed967,77.24893,3.60629,,7.32729,,,,,,,721e357b-7d70-4579-8ba1-81a476bfc836,2023-03-05,17:01:38.90,2023-03-05T11:01:38.9060000-06:00,2023-03-05T17:01:38.9060000Z,GroundBall,v3,471290,471244,05 March 2023 14:00-bowlgreen@evansville,"Waggoner, Evan",1000192869,Right,EVA_ACE,e3c4f28f-54c8-4e54-ac40-a6c2abfe9cc8,54.73566,-115.05929,11.87194,5.87405,2.35867,-16.45122,2.32079,-3.05755,-1.56537,,-2.31957,72.32294,-8.89667,,,,,,,3.60678,-15.26294,-13.8762,,,,,,,7.76149,11.0957,-10.07279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Medium,,,
6,2023-03-05,11:01:50.75,2,2,"Schultz, Donovan",1000098099,Left,EVA_ACE,"Seidel, Sam",10006619,Left,BGS_FAL,Undefined,1,Top,1,1,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,89.21517,-2.853128,3.018981,2057.717509,152.210912,11:00,5.94832,-2.16832,6.02811,-15.90304,19.24576,-9.52343,1.97491,-0.16346,81.32682,-5.894982,1.308353,0.426704,65.79277,32.986361,-154.944905,3967.961816,,,,,44.94136,,,5.78914,11.09142,1.93734,50,5.71622,-6.42774,-129.29488,-6.89025,9.76556,27.83728,-13.46425,EVA_ACE,BGS_FAL,EvansvilleU,D1,MVC,20230305-EvansvilleU-1,6ccbc7b0-bb77-11ed-8b41-dd2b01eed967,88.33398,25.37614,,7.88835,,,,1.4004,1.97132,0.20954,721e357b-7d70-4579-8ba1-81a476bfc836,2023-03-05,17:01:50.75,2023-03-05T11:01:50.7560000-06:00,2023-03-05T17:01:50.7560000Z,,v3,471290,471244,05 March 2023 14:00-bowlgreen@evansville,"Waggoner, Evan",1000192869,Right,EVA_ACE,5d73c228-32f8-45a1-9f10-c0c168611118,54.4705,-130.25383,13.91864,5.94559,-6.42643,-6.73213,2.16456,-6.76414,4.88278,54.220015,1.4004,-73.3243,3.74983,0.22264,-0.2483,0.46095,-0.76198,0.67659,-0.21801,1.97132,52.5362,-24.03923,2.48032,-0.59995,0.39322,-0.54991,0.45272,-0.12665,0.20954,-34.27764,9.0565,-1.97677,0.61929,-0.70739,1.14683,-0.97753,0.2891,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
7,2023-03-05,11:02:07.00,2,3,"Schultz, Donovan",1000098099,Left,EVA_ACE,"Seidel, Sam",10006619,Left,BGS_FAL,Undefined,1,Top,1,1,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,89.39475,-2.749228,2.636638,2087.747598,154.098083,11:15,5.88786,-2.16939,6.01438,-15.20186,20.14647,-9.15768,2.06965,-0.48837,80.68824,-5.687797,0.991401,0.427913,67.60485,20.846947,-158.625124,2836.960404,,,,,45.05027,,,5.5426,11.60225,1.96746,50,5.6637,-5.57569,-129.46102,-6.61906,9.27771,30.48603,-12.75318,EVA_ACE,BGS_FAL,EvansvilleU,D1,MVC,20230305-EvansvilleU-1,76764c40-bb77-11ed-8b41-dd2b01eed967,88.08427,15.09548,,8.70651,,,,0.75945,2.17326,0.3686,721e357b-7d70-4579-8ba1-81a476bfc836,2023-03-05,17:02:07.00,2023-03-05T11:02:07.0010000-06:00,2023-03-05T17:02:07.0010000Z,,v3,471290,471244,05 March 2023 14:00-bowlgreen@evansville,"Waggoner, Evan",1000192869,Right,EVA_ACE,2e2a2eb9-bdd1-43a2-a8f6-f84cb096b172,54.48219,-130.51224,15.24302,5.88436,-6.1793,-6.37659,2.16524,-5.8956,4.63886,72.193689,0.75945,-86.28875,6.57313,-0.07647,-0.10062,0.06658,-0.02015,0.00916,-0.00324,2.17326,35.28608,-21.19911,2.10259,-0.41633,0.08232,-0.01444,0.0046,-0.00142,0.3686,-33.77255,10.11421,-2.17022,0.52951,-0.09469,0.01808,-0.00529,0.00132,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
8,2023-03-05,11:02:26.26,2,4,"Schultz, Donovan",1000098099,Left,EVA_ACE,"Seidel, Sam",10006619,Left,BGS_FAL,Undefined,1,Top,1,1,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,88.22031,-1.293454,3.54601,2086.479278,156.068236,11:15,5.95457,-2.22112,5.92182,-14.09772,22.33623,-9.32623,3.57698,0.29645,79.44185,-4.047215,1.876299,0.434435,,,,,,,,,,,,5.75347,12.08788,1.94148,50,5.84221,-7.48698,-127.6547,-3.19919,9.38189,29.17173,-12.46302,EVA_ACE,BGS_FAL,EvansvilleU,D1,MVC,20230305-EvansvilleU-1,820a0330-bb77-11ed-8b41-dd2b01eed967,86.76203,,,8.77846,,,,,,,721e357b-7d70-4579-8ba1-81a476bfc836,2023-03-05,17:02:26.26,2023-03-05T11:02:26.2660000-06:00,2023-03-05T17:02:26.2660000Z,,v3,471290,471244,05 March 2023 14:00-bowlgreen@evansville,"Waggoner, Evan",1000192869,Right,EVA_ACE,c9309da2-dbc1-44d6-8215-02698eb9124f,54.56897,-128.69456,14.58587,5.94833,-2.75493,-6.23151,2.21432,-7.82141,4.69094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2023-03-05,11:02:45.17,2,5,"Schultz, Donovan",1000098099,Left,EVA_ACE,"Seidel, Sam",10006619,Left,BGS_FAL,Undefined,1,Top,1,1,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,90.15,-3.047875,2.978723,2158.713237,152.300613,11:00,5.84918,-2.15567,6.05504,-12.6065,22.02958,-10.91528,1.97094,-0.30558,81.54438,-5.515207,1.017282,0.42358,64.7844,-11.190151,-42.674893,,,,,,1.82173,,,6.46898,12.58099,1.92945,50,5.60478,-6.31666,-130.50846,-7.23969,11.04757,29.98473,-10.6886,EVA_ACE,BGS_FAL,EvansvilleU,D1,MVC,20230305-EvansvilleU-1,8d427ac0-bb77-11ed-8b41-dd2b01eed967,88.98534,1.97677,,8.60563,,,,,,,721e357b-7d70-4579-8ba1-81a476bfc836,2023-03-05,17:02:45.17,2023-03-05T11:02:45.1700000-06:00,2023-03-05T17:02:45.1700000Z,,v3,471290,471244,05 March 2023 14:00-bowlgreen@evansville,"Waggoner, Evan",1000192869,Right,EVA_ACE,bd9aff95-6b11-490a-89b0-74b2a07f6292,54.44026,-131.52466,14.99237,5.844,-6.87745,-5.3443,2.14988,-6.69108,5.52379,180,-2.91516,68.5761,,,,,,,,1.97682,-18.45208,,,,,,,,0.21522,-63.22459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
10,2023-03-05,11:03:03.90,2,6,"Schultz, Donovan",1000098099,Left,EVA_ACE,"Seidel, Sam",10006619,Left,BGS_FAL,Undefined,1,Top,1,1,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,78.20682,-0.60503,3.730234,1996.026923,269.314416,3:00,5.88154,-2.16672,5.63699,-45.98081,2.16831,8.72504,1.48413,2.04534,69.4771,-9.089575,5.284614,0.49942,,,,,,,,,,,,-2.89051,1.97236,1.84371,50,5.80161,-7.70562,-112.85779,-2.67702,-3.57468,28.39655,-29.73484,EVA_ACE,BGS_FAL,EvansvilleU,D1,MVC,20230305-EvansvilleU-1,98757410-bb77-11ed-8b41-dd2b01eed967,75.47248,,,8.72972,,,,,,,721e357b-7d70-4579-8ba1-81a476bfc836,2023-03-05,17:03:03.90,2023-03-05T11:03:03.9030000-06:00,2023-03-05T17:03:03.9030000Z,,v3,471290,471244,05 March 2023 14:00-bowlgreen@evansville,"Waggoner, Evan",1000192869,Right,EVA_ACE,30b598e2-f41a-4d75-a825-aff418e31efc,54.85513,-114.07286,14.19827,5.88894,-1.40468,-14.86742,2.17015,-7.55266,-1.78734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
