PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2023-03-25,12:03:24.31,1,1,"Thompson, Brandt",1000132377,Right,MIS_BEA,"Roberts, Eric",1000060003,Right,EVA_ACE,Undefined,1,Top,0,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,89.79439,-1.487986,-2.626485,2308.737525,200.560649,12:45,5.34436,2.18296,5.56312,-16.38446,18.93529,6.65607,2.5871,0.28218,81.57205,-4.603883,-1.441041,0.42774,84.20005,67.424033,-62.493978,4665.666089,,,,,86.32424,,,-4.14193,10.36721,-1.9607,50,5.20539,5.67572,-130.15165,-3.88354,-7.06658,28.68488,-14.48642,MIS_BEA,EVA_ACE,Hammons,D1,MVC,20230325-Hammons-1,f23224a0-cb2e-11ed-a9e3-7d626d8600d0,88.11995,127.64203,,8.22235,,,,0.94892,2.54928,-0.27045,88b38157-443c-40b3-aa25-16a74a13c46c,2023-03-25,17:03:24.31,2023-03-25T12:03:24.3161202-05:00,2023-03-25T17:03:24.3161202Z,,v3,471451,471290,25 March 2023 13:00-evansville@missourist,"Kelly, Cody",1000088464,Right,MIS_BEA,52e60498-8ea6-4ad2-86e9-7482186920cd,54.93486,-131.23476,14.34244,5.3417,-3.33655,-7.24321,-2.18004,5.94255,-3.53329,,0.94901,21.89152,-13.5777,4.63267,-1.24135,0.32533,-0.06378,0.00467,0.00029,2.54928,114.02942,-33.59251,4.90864,-0.99869,0.16389,-0.00972,-0.00389,0.0007,-0.27043,-42.05186,3.27685,-0.09368,-0.10994,0.06094,-0.02091,0.0038,-0.00024,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
2,2023-03-25,12:03:44.07,1,2,"Thompson, Brandt",1000132377,Right,MIS_BEA,"Roberts, Eric",1000060003,Right,EVA_ACE,Undefined,1,Top,0,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.04606,1.262664,-3.166324,1741.677431,245.665205,2:15,5.10069,2.53618,5.21815,-33.31789,8.58882,15.86438,3.51342,0.87804,75.30447,-4.874551,-0.359937,0.465922,,,,,,,,,,,,-8.77615,4.34756,-2.25577,50,5.19285,5.95592,-120.24535,1.47676,-12.77636,24.55282,-25.84484,MIS_BEA,EVA_ACE,Hammons,D1,MVC,20230325-Hammons-1,fe018500-cb2e-11ed-a9e3-7d626d8600d0,80.89862,,,7.74159,,,,,,,88b38157-443c-40b3-aa25-16a74a13c46c,2023-03-25,17:03:44.07,2023-03-25T12:03:44.0735858-05:00,2023-03-25T17:03:44.0735858Z,,v3,471451,471290,25 March 2023 13:00-evansville@missourist,"Kelly, Cody",1000088464,Right,MIS_BEA,d9267ea3-b649-406c-affb-d7f11e413c21,55.27892,-121.31846,12.27641,5.10363,2.60634,-12.92242,-2.52828,6.51432,-6.38818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2023-03-25,12:03:59.37,1,3,"Thompson, Brandt",1000132377,Right,MIS_BEA,"Roberts, Eric",1000060003,Right,EVA_ACE,Undefined,1,Top,0,1,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.80163,1.092743,-1.411964,2476.608389,121.806788,10:00,5.24088,2.35331,5.06436,-36.83167,3.05504,-3.01681,3.2024,0.77025,77.94921,-5.604766,-1.944969,0.454554,,,,,,,,,,,,1.12327,1.60894,-2.21667,50,5.31558,3.16789,-123.07608,0.94563,1.73256,23.15177,-29.69239,MIS_BEA,EVA_ACE,Hammons,D1,MVC,20230325-Hammons-1,071a02c0-cb2f-11ed-a9e3-7d626d8600d0,82.92176,,,6.85243,,,,,,,88b38157-443c-40b3-aa25-16a74a13c46c,2023-03-25,17:03:59.37,2023-03-25T12:03:59.3711730-05:00,2023-03-25T17:03:59.3711730Z,,v3,471451,471290,25 March 2023 13:00-evansville@missourist,"Kelly, Cody",1000088464,Right,MIS_BEA,c8f61220-1dce-4959-8533-2be0391d0889,55.43468,-124.09419,11.57588,5.24529,2.25136,-14.84619,-2.3543,3.09171,0.86628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2023-03-25,12:04:16.18,1,4,"Thompson, Brandt",1000132377,Right,MIS_BEA,"Roberts, Eric",1000060003,Right,EVA_ACE,Undefined,1,Top,0,1,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,90.42177,-1.809638,-2.298161,2351.866909,199.542322,12:45,5.49904,2.07272,5.47134,-19.4084,15.12072,5.00134,2.18624,0.33766,83.22491,-5.422777,-1.408323,0.422926,90.54042,41.939252,-71.705314,3991.809685,,,,,106.69015,,,-3.1224,8.41493,-1.87418,50,5.32675,5.0448,-131.2309,-4.81443,-5.48515,25.85568,-17.3915,MIS_BEA,EVA_ACE,Hammons,D1,MVC,20230325-Hammons-1,112c70e0-cb2f-11ed-a9e3-7d626d8600d0,89.12307,75.06729,,7.19686,,,,0.61647,2.10982,-0.31808,88b38157-443c-40b3-aa25-16a74a13c46c,2023-03-25,17:04:16.18,2023-03-25T12:04:16.1895026-05:00,2023-03-25T17:04:16.1895026Z,,v3,471451,471290,25 March 2023 13:00-evansville@missourist,"Kelly, Cody",1000088464,Right,MIS_BEA,16ef3d9c-293c-4fa2-bfce-6f6f7e12448b,55.02839,-132.2179,12.92784,5.49786,-4.15053,-8.69575,-2.07075,5.25419,-2.74258,,0.61647,31.00689,-16.13387,4.11254,-1.02769,0.26873,-0.06707,0.0132,-0.00141,2.10982,88.75077,-30.23555,4.97315,-1.28118,0.33272,-0.08368,0.01659,-0.00177,-0.31808,-93.78535,14.81083,-3.74479,0.9329,-0.24408,0.06106,-0.01203,0.00129,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
5,2023-03-25,12:04:37.99,1,5,"Thompson, Brandt",1000132377,Right,MIS_BEA,"Roberts, Eric",1000060003,Right,EVA_ACE,Undefined,1,Top,0,1,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.7509,-0.551059,-1.998203,1793.280477,245.05114,2:15,5.11609,2.40317,5.08365,-31.79435,9.51079,17.45993,1.94681,1.9739,76.25306,-6.384934,1.089592,0.462566,,,,,,,,,,,,-9.21756,5.30512,-2.22821,50,5.03928,3.46138,-121.39521,-2.31633,-13.67984,24.97614,-24.30066,MIS_BEA,EVA_ACE,Hammons,D1,MVC,20230325-Hammons-1,1e2b9eb0-cb2f-11ed-a9e3-7d626d8600d0,81.48559,,,7.49784,,,,,,,88b38157-443c-40b3-aa25-16a74a13c46c,2023-03-25,17:04:37.99,2023-03-25T12:04:37.9933298-05:00,2023-03-25T17:04:37.9933298Z,,v3,471451,471290,25 March 2023 13:00-evansville@missourist,"Kelly, Cody",1000088464,Right,MIS_BEA,b7f7d966-919e-44c4-bb6a-a048002cc264,55.41428,-122.50409,12.48807,5.11817,-1.23743,-12.15033,-2.39537,4.06873,-6.83992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2023-03-25,12:04:56.59,1,6,"Thompson, Brandt",1000132377,Right,MIS_BEA,"Roberts, Eric",1000060003,Right,EVA_ACE,Undefined,1,Top,0,2,2,Slider,Slider,InPlay,Undefined,FlyBall,Out,1,0,,85.74708,0.020837,-2.469147,2501.075648,123.165809,10:00,5.35426,2.20649,5.01599,-35.08545,4.27614,-4.64091,2.45016,-0.51201,78.49267,-6.358194,-3.287639,0.451552,77.18976,35.864475,18.119962,2751.309908,103.98977,62.98423,35.86221,288.36589,283.20549,19.466253,4.536442,1.61913,2.4554,-1.96573,50,5.32797,5.56602,-124.3155,-1.29286,2.5299,25.28044,-28.33752,MIS_BEA,EVA_ACE,Hammons,D1,MVC,20230325-Hammons-1,29390ea0-cb2f-11ed-a9e3-7d626d8600d0,83.4731,71.02789,,7.25441,,,,1.99184,2.56075,0.46428,88b38157-443c-40b3-aa25-16a74a13c46c,2023-03-25,17:04:56.59,2023-03-25T12:04:56.5932146-05:00,2023-03-25T17:04:56.5932146Z,FlyBall,v3,471451,471290,25 March 2023 13:00-evansville@missourist,"Kelly, Cody",1000088464,Right,MIS_BEA,0226e216-8a7c-4ce5-aa94-3464da3aa90f,55.48375,-125.4257,12.64022,5.35742,-0.04841,-14.16876,-2.20772,5.45492,1.26495,191.549047,1.99495,87.11929,-13.43214,2.586,0.0527,-0.24864,0.07993,-0.01097,0.00057,2.55812,66.38608,-17.95416,1.42452,-0.46691,0.13436,-0.01722,0.0002,8E-05,0.4647,28.52338,-2.64471,0.19358,0.10013,-0.06344,0.01777,-0.00244,0.00013,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
7,2023-03-25,12:05:30.78,2,1,"Thompson, Brandt",1000132377,Right,MIS_BEA,"Hug, Chase",1000059471,Left,EVA_ACE,Undefined,1,Top,1,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,75.90104,2.30928,-1.355972,2335.337567,34.857274,7:15,5.39959,2.10194,4.89708,-68.38082,-17.45434,-13.34957,1.88722,-0.29332,69.33118,-9.965589,-3.71203,0.513622,,,,,,,,,,,,6.1504,-8.82103,-1.95734,50,5.56787,3.14719,-110.01316,1.94611,7.43959,21.88482,-42.84406,MIS_BEA,EVA_ACE,Hammons,D1,MVC,20230325-Hammons-1,3db9c680-cb2f-11ed-a9e3-7d626d8600d0,73.38561,,,6.56985,,,,,,,88b38157-443c-40b3-aa25-16a74a13c46c,2023-03-25,17:05:30.78,2023-03-25T12:05:30.7896946-05:00,2023-03-25T17:05:30.7896946Z,,v3,471451,471290,25 March 2023 13:00-evansville@missourist,"Kelly, Cody",1000088464,Right,MIS_BEA,9679152e-fd55-496e-949e-3ca88583c5c1,55.60696,-111.12295,10.94241,5.4141,4.11875,-21.42203,-2.10737,2.76992,3.71979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2023-03-25,12:05:50.45,2,2,"Thompson, Brandt",1000132377,Right,MIS_BEA,"Hug, Chase",1000059471,Left,EVA_ACE,Undefined,1,Top,1,0,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.58201,-0.455159,-2.482846,2397.718246,205.870475,12:45,5.42517,2.20559,5.4884,-20.35493,14.10394,6.33103,3.3027,0.40895,83.02291,-4.252558,-1.356559,0.422495,,,,,,,,,,,,-3.83524,7.54894,-1.99233,50,5.37162,5.41211,-131.4506,-1.74573,-6.74332,26.59014,-18.90112,MIS_BEA,EVA_ACE,Hammons,D1,MVC,20230325-Hammons-1,4952fbb0-cb2f-11ed-a9e3-7d626d8600d0,89.21387,,,7.55909,,,,,,,88b38157-443c-40b3-aa25-16a74a13c46c,2023-03-25,17:05:50.45,2023-03-25T12:05:50.4526450-05:00,2023-03-25T17:05:50.4526450Z,,v3,471451,471290,25 March 2023 13:00-evansville@missourist,"Kelly, Cody",1000088464,Right,MIS_BEA,0e5bda58-4aad-41d3-a207-99a15172c86f,55.00972,-132.46011,13.29507,5.42427,-1.02814,-9.45056,-2.20266,5.66812,-3.37166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2023-03-25,12:06:09.13,2,3,"Thompson, Brandt",1000132377,Right,MIS_BEA,"Hug, Chase",1000059471,Left,EVA_ACE,Undefined,1,Top,1,0,2,Curveball,Curveball,BallinDirt,Undefined,Undefined,Undefined,0,0,,77.96875,-0.333442,-1.035743,2422.746588,36.86985,7:15,5.52044,2.04682,5.09052,-63.97799,-16.19887,-13.31883,-0.12537,-0.03935,71.78505,-11.793676,-3.402487,0.497497,,,,,,,,,,,,6.37882,-7.67292,-1.93776,50,5.4377,2.57135,-113.16354,-2.95398,8.16922,23.03756,-42.00061,MIS_BEA,EVA_ACE,Hammons,D1,MVC,20230325-Hammons-1,548cf9e0-cb2f-11ed-a9e3-7d626d8600d0,75.76414,,,6.1837,,,,,,,88b38157-443c-40b3-aa25-16a74a13c46c,2023-03-25,17:06:09.13,2023-03-25T12:06:09.1327602-05:00,2023-03-25T17:06:09.1327602Z,,v3,471451,471290,25 March 2023 13:00-evansville@missourist,"Kelly, Cody",1000088464,Right,MIS_BEA,13c585f0-838b-4a97-95d5-77f1d6d3dc02,55.41396,-114.26039,11.51878,5.53074,-0.95428,-21.00031,-2.05093,2.1824,4.08461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2023-03-25,12:06:25.59,2,4,"Thompson, Brandt",1000132377,Right,MIS_BEA,"Hug, Chase",1000059471,Left,EVA_ACE,Undefined,1,Top,1,1,2,ChangeUp,Changeup,InPlay,Undefined,LineDrive,Double,0,0,,83.6626,-0.349223,-3.621145,1643.987455,239.95075,2:00,5.14114,2.42118,5.37486,-29.7236,11.29469,17.12899,2.33612,0.4492,76.06604,-5.84916,-0.582493,0.460957,101.8447,15.06792,-8.445786,2379.259023,107.55395,25.6095,-23.06496,315.91669,313.46296,-18.309153,3.109349,-9.70052,6.17099,-2.10917,50,5.08901,6.95063,-121.18532,-1.74864,-14.34653,24.89469,-23.04747,MIS_BEA,EVA_ACE,Hammons,D1,MVC,20230325-Hammons-1,5e4253e0-cb2f-11ed-a9e3-7d626d8600d0,81.76999,30.58522,,7.59656,,,,0.88664,2.24665,-0.45954,88b38157-443c-40b3-aa25-16a74a13c46c,2023-03-25,17:06:25.59,2023-03-25T12:06:25.5992434-05:00,2023-03-25T17:06:25.5992434Z,LineDrive,v3,471451,471290,25 March 2023 13:00-evansville@missourist,"Kelly, Cody",1000088464,Right,MIS_BEA,2d9b9241-73ff-42e9-81b5-c74db28402f6,55.12454,-122.2335,12.44734,5.1422,-0.77823,-11.52373,-2.41454,7.55469,-7.17326,127.706837,0.88676,142.66586,-24.64471,4.99982,-0.82622,0.06212,0.01129,-0.00381,0.00035,2.24653,38.83883,-13.65652,0.26737,-0.12701,0.1255,-0.04834,0.00948,-0.00075,-0.45941,-21.19339,-8.17791,2.83138,-0.53866,-0.00307,0.03018,-0.00711,0.00057,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
